City_ID,City,Country,Datetime,Lat,Lng,Temperature,Humidity,Cloud Coverage,Wind Speed
287,xining,NE,2020-04-15 04:33:27,18.74,7.39,82.27,12.0,0.0,6.67
288,geraldton,CA,2020-04-15 04:33:27,52.37,-114.92,30.06,68.0,100.0,18.03
289,bandarawela,GN,2020-04-15 04:33:27,11.75,-13.2,76.51,60.0,88.0,2.51
290,hobart,BB,2020-04-15 04:33:27,13.22,-59.52,78.8,74.0,40.0,13.87
291,ushumun,ID,2020-04-15 04:33:28,-0.87,134.08,83.95,68.0,88.0,3.06
292,takaka,NZ,2020-04-15 04:30:05,-45.87,170.5,52.0,70.0,100.0,3.0
293,myrtle beach,SB,2020-04-15 04:33:28,-8.14,159.59,85.66,71.0,80.0,7.38
294,banjar,VU,2020-04-15 04:33:28,-13.88,167.55,86.0,79.0,90.0,5.82
295,taltal,SO,2020-04-15 04:33:28,8.41,48.48,83.59,49.0,60.0,9.4
296,sur,US,2020-04-15 04:33:29,35.61,-77.37,64.99,76.0,90.0,4.7
297,patos,DZ,2020-04-15 04:33:29,36.26,2.75,57.2,93.0,20.0,6.93
298,chokurdakh,EG,2020-04-15 04:33:29,25.29,32.55,62.6,45.0,0.0,2.24
299,kalengwa,TH,2020-04-15 04:33:29,19.29,100.86,89.6,49.0,76.0,6.93
300,banda aceh,US,2020-04-15 04:30:13,35.76,-83.97,42.8,65.0,75.0,8.05
301,murray bridge,SO,2020-04-15 04:33:30,7.98,49.82,85.39,65.0,85.0,7.65
302,padampur,CA,2020-04-15 04:32:08,49.78,-92.75,15.8,61.0,1.0,6.93
303,bubaque,NA,2020-04-15 04:33:30,-26.65,15.16,60.8,63.0,3.0,8.05
304,palmer,NP,2020-04-15 04:32:06,27.72,85.32,73.4,53.0,75.0,2.24
305,ponta do sol,IN,2020-04-15 04:33:30,34.08,74.03,66.29,33.0,96.0,3.02
306,umzimvubu,RU,2020-04-15 04:33:30,60.73,77.59,42.8,45.0,100.0,8.95
307,valparaiso,UZ,2020-04-15 04:33:30,40.56,65.69,53.6,71.0,4.0,9.17
308,grajewo,ID,2020-04-15 04:33:31,1.74,98.78,85.95,71.0,77.0,3.78
309,hirara,ID,2020-04-15 04:32:08,-2.92,104.75,89.6,70.0,75.0,6.93
310,linqiong,KZ,2020-04-15 04:33:31,45.25,77.98,52.93,53.0,100.0,10.67
311,pangody,JP,2020-04-15 04:33:31,43.32,145.57,37.4,59.0,75.0,5.82
312,ornes,PG,2020-04-15 04:33:31,-2.57,150.8,83.57,73.0,61.0,5.26
313,esperance,GL,2020-04-15 04:33:31,61.99,-49.67,30.43,86.0,100.0,11.3
314,boguchany,RU,2020-04-15 04:33:32,52.52,111.54,50.0,31.0,97.0,8.88
315,jumla,MN,2020-04-15 04:33:32,45.76,106.27,40.8,36.0,71.0,33.35
316,tsihombe,ZA,2020-04-15 04:33:32,-25.43,31.95,66.0,96.0,94.0,5.1
317,mantua,RU,2020-04-15 04:33:32,53.45,56.04,50.95,52.0,91.0,14.16
318,loandjili,RU,2020-04-15 04:33:32,49.31,43.06,48.99,58.0,100.0,1.99
319,anloga,OM,2020-04-15 04:33:32,22.69,58.53,86.45,20.0,43.0,7.9
320,ketchikan,IS,2020-04-15 04:33:33,64.25,-15.21,36.91,75.0,64.0,15.12
321,amapa,PF,2020-04-15 04:33:33,-16.7,-151.02,84.04,66.0,21.0,6.44
322,arlit,CU,2020-04-15 04:33:33,22.52,-79.47,78.8,83.0,40.0,10.29
323,rocky mountain house,RU,2020-04-15 04:33:33,59.53,33.92,34.3,85.0,58.0,7.36
324,gaoual,LK,2020-04-15 04:33:33,7.49,80.36,86.0,79.0,20.0,2.24
325,bathsheba,CL,2020-04-15 04:33:33,-37.62,-73.65,52.48,74.0,100.0,3.11
326,manokwari,PG,2020-04-15 04:33:33,-2.67,141.3,84.04,75.0,80.0,6.49
327,dunedin,AO,2020-04-15 04:33:33,-6.13,12.37,79.65,88.0,92.0,4.92
328,buala,RO,2020-04-15 04:33:34,45.41,20.99,30.2,92.0,0.0,3.36
329,falealupo,VU,2020-04-15 04:33:34,-19.55,169.27,87.8,58.0,75.0,6.93
330,sola,FR,2020-04-15 04:31:21,48.85,2.35,42.01,60.0,0.0,9.17
331,garowe,JP,2020-04-15 04:33:34,33.73,135.98,64.4,48.0,99.0,5.82
332,greenville,AU,2020-04-15 04:33:34,-34.58,150.86,82.0,42.0,41.0,9.17
333,medea,NC,2020-04-15 04:33:34,-20.23,164.02,79.0,80.0,40.0,16.46
334,esna,TR,2020-04-15 04:33:34,37.68,31.72,52.47,28.0,100.0,10.63
335,chiang klang,FO,2020-04-15 04:33:35,62.0,-6.77,44.6,100.0,97.0,9.17
336,maryville,MG,2020-04-15 04:33:35,-25.17,45.05,82.24,52.0,0.0,5.64
337,eyl,RU,2020-04-15 04:33:35,57.82,114.0,49.66,44.0,0.0,0.85
338,dryden,CL,2020-04-15 04:33:35,-27.37,-70.33,60.8,82.0,13.0,3.36
339,luderitz,JP,2020-04-15 04:33:35,28.37,129.48,69.8,52.0,75.0,10.29
340,kathmandu,SA,2020-04-15 04:29:06,24.69,46.72,66.2,42.0,75.0,4.7
341,uri,CN,2020-04-15 04:33:36,29.04,114.56,80.53,35.0,0.0,4.88
342,louisbourg,AU,2020-04-15 04:33:36,-25.24,130.99,93.2,9.0,9.0,8.05
343,strezhevoy,PG,2020-04-15 04:33:36,-5.55,150.14,85.24,75.0,48.0,1.39
344,nurota,MZ,2020-04-15 04:33:36,-16.84,36.99,78.31,75.0,4.0,5.14
345,sibolga,SB,2020-04-15 04:33:37,-8.77,160.7,85.14,72.0,85.0,6.17
346,utiroa,LR,2020-04-15 04:33:37,5.88,-10.05,77.0,94.0,75.0,1.05
347,palembang,RU,2020-04-15 04:33:37,60.47,166.1,23.97,96.0,100.0,6.8
348,ushtobe,RU,2020-04-15 04:33:37,56.55,37.88,37.8,70.0,100.0,5.57
349,pravec,TH,2020-04-15 04:33:37,16.45,102.83,91.4,49.0,20.0,2.24
350,nemuro,RU,2020-04-15 04:33:37,52.78,78.79,51.6,44.0,89.0,13.8
351,kavieng,ES,2020-04-15 04:33:37,28.48,-16.41,64.0,76.0,33.0,4.7
352,paamiut,ID,2020-04-15 04:33:37,-3.01,114.39,91.4,59.0,40.0,6.93
353,sosnovo-ozerskoye,GQ,2020-04-15 04:33:38,1.57,9.61,78.8,100.0,40.0,2.24
354,mandalgovi,NG,2020-04-15 04:33:38,4.92,6.26,78.96,91.0,37.0,2.53
355,komatipoort,LK,2020-04-15 04:33:38,6.8,81.48,86.0,84.0,20.0,5.82
356,ishimbay,NZ,2020-04-15 04:33:38,-35.93,173.88,58.41,75.0,90.0,10.56
357,kletskaya,ES,2020-04-15 04:33:38,43.21,-8.69,55.99,93.0,100.0,5.82
358,ibra,SA,2020-04-15 04:33:38,25.02,37.27,74.79,45.0,0.0,7.76
359,hofn,UA,2020-04-15 04:33:38,49.49,29.26,30.2,74.0,0.0,8.95
360,fare,CA,2020-04-15 04:33:16,55.1,-105.28,15.8,56.0,5.0,2.42
361,caibarien,US,2020-04-15 04:33:39,36.29,-76.25,54.0,87.0,90.0,6.93
362,senno,ID,2020-04-15 04:33:39,-6.54,111.05,87.76,63.0,14.0,6.53
363,kurunegala,US,2020-04-15 04:33:39,41.37,-73.41,50.0,76.0,90.0,3.36
364,lebu,BR,2020-04-15 04:33:39,-9.88,-56.09,70.65,91.0,100.0,3.18
365,vanimo,UY,2020-04-15 04:29:26,-34.48,-54.33,58.23,89.0,100.0,25.66
366,soyo,CN,2020-04-15 04:33:39,22.82,113.67,80.01,56.0,88.0,6.71
367,giera,JP,2020-04-15 04:33:39,38.08,138.43,60.8,62.0,34.0,8.05
368,ruatoria,BR,2020-04-15 04:33:40,-19.76,-44.31,68.0,93.0,75.0,5.82
369,isangel,AO,2020-04-15 04:33:40,-17.07,15.73,69.64,49.0,25.0,1.83
370,paris,MX,2020-04-15 04:33:40,30.48,-115.95,60.87,79.0,0.0,8.52
371,shingu,GF,2020-04-15 04:33:40,5.38,-52.95,77.43,82.0,78.0,9.4
372,flinders,RU,2020-04-15 04:33:40,56.45,138.17,36.07,77.0,0.0,6.38
373,poum,RU,2020-04-15 04:33:40,62.55,155.55,15.26,87.0,100.0,4.05
374,beysehir,RU,2020-04-15 04:33:41,59.06,80.86,38.17,93.0,100.0,9.55
375,argir,BR,2020-04-15 04:30:30,-7.19,-48.21,70.16,89.0,100.0,4.59
376,beloha,RU,2020-04-15 04:33:41,61.4,47.5,41.92,74.0,100.0,12.64
377,mamakan,SY,2020-04-15 04:33:26,36.25,37.5,66.79,30.0,5.0,7.36
378,copiapo,RU,2020-04-15 04:33:41,67.47,78.7,16.2,90.0,4.0,9.17
379,naze,AU,2020-04-15 04:33:41,-21.15,149.2,78.8,74.0,40.0,24.16
380,riyadh,TD,2020-04-15 04:33:41,13.83,20.83,79.56,13.0,7.0,19.44
381,yining,CA,2020-04-15 04:33:42,47.38,-61.86,34.36,85.0,81.0,11.23
382,yulara,RU,2020-04-15 04:33:42,52.0,127.7,53.31,35.0,0.0,6.53
383,kimbe,MX,2020-04-15 04:33:42,18.73,-103.68,70.52,68.0,77.0,2.35
384,mocuba,CD,2020-04-15 04:33:42,1.24,23.62,76.87,72.0,84.0,3.56
385,hihifo,SO,2020-04-15 04:33:42,5.35,48.53,87.31,62.0,46.0,9.91
386,mocambique,CA,2020-04-15 04:33:42,50.23,-63.6,32.0,91.0,1.0,11.41
387,auki,MX,2020-04-15 04:33:42,21.28,-88.27,72.32,91.0,3.0,5.99
388,buchanan,TR,2020-04-15 04:33:43,39.64,34.47,58.73,34.0,97.0,13.11
389,tilichiki,RU,2020-04-15 04:33:43,65.58,-171.0,29.03,98.0,99.0,7.87
390,bogorodskoye,CO,2020-04-15 04:33:43,7.35,-73.9,74.57,90.0,68.0,0.92
391,khon kaen,CA,2020-04-15 04:33:43,53.37,-104.0,14.0,72.0,1.0,6.93
392,tabuny,RU,2020-04-15 04:33:43,66.32,-179.17,19.69,94.0,100.0,9.91
393,tacoronte,US,2020-04-15 04:33:44,40.77,-72.85,48.99,61.0,90.0,4.7
394,kualakapuas,NO,2020-04-15 04:33:44,70.37,31.11,35.6,90.0,40.0,16.11
395,mbini,NO,2020-04-15 04:33:44,59.92,5.78,45.0,100.0,90.0,24.16
396,yenagoa,PH,2020-04-15 04:33:44,11.0,122.67,90.25,49.0,23.0,10.74
397,wattegama,BY,2020-04-15 04:33:44,53.6,25.83,34.65,73.0,69.0,16.96
398,malwan,IS,2020-04-15 04:33:44,63.84,-22.43,37.4,75.0,75.0,20.8
399,dargaville,CA,2020-04-15 04:33:45,68.22,-135.01,33.8,69.0,75.0,3.36
400,carballo,US,2020-04-15 04:33:45,57.05,-135.33,46.4,87.0,90.0,1.05
401,umm lajj,BR,2020-04-15 04:33:45,-3.9,-38.39,82.4,74.0,75.0,1.12
402,pohrebyshche,PH,2020-04-15 04:33:45,14.31,121.11,93.0,59.0,20.0,6.93
403,la ronge,PE,2020-04-15 04:33:45,-11.33,-74.53,72.79,62.0,90.0,1.19
404,elizabeth city,TD,2020-04-15 04:33:45,10.28,15.37,81.81,13.0,49.0,4.81
405,tayu,VU,2020-04-15 04:33:46,-15.53,167.17,84.2,74.0,75.0,8.05
406,bethel,VE,2020-04-15 04:33:46,8.62,-70.21,79.11,45.0,34.0,3.33
407,alta floresta,JP,2020-04-15 04:33:46,37.05,140.88,64.4,25.0,20.0,8.05
408,rocha,MX,2020-04-15 04:33:46,20.8,-89.03,84.2,66.0,20.0,4.7
409,humen,BR,2020-04-15 04:33:46,-15.23,-59.34,68.86,88.0,99.0,3.38
410,ryotsu,RU,2020-04-15 04:33:46,63.05,179.32,24.69,96.0,100.0,9.82
411,esmeraldas,PG,2020-04-15 04:33:46,-6.12,141.29,92.25,53.0,82.0,2.86
412,ondjiva,BD,2020-04-15 04:33:47,24.59,88.27,104.86,19.0,6.0,9.62
413,san quintin,CA,2020-04-15 04:33:47,49.85,-124.54,60.8,71.0,20.0,13.87
414,sinnamary,ES,2020-04-15 04:33:47,29.06,-13.56,60.8,82.0,15.0,4.7
415,ayan,KR,2020-04-15 04:32:58,37.57,126.98,69.8,31.0,1.0,8.05
416,dukat,NO,2020-04-15 04:33:47,71.04,27.85,34.9,87.0,90.0,9.48
417,kargasok,PK,2020-04-15 04:29:57,25.12,62.33,80.55,66.0,0.0,7.05
418,araguaina,US,2020-04-15 04:33:47,42.25,-75.83,37.99,59.0,90.0,12.75
419,kharitonovo,SO,2020-04-15 04:33:48,2.78,45.5,88.03,57.0,84.0,8.9
420,aleppo,US,2020-04-15 04:33:48,46.53,-87.63,25.0,67.0,1.0,4.7
421,tazovskiy,AR,2020-04-15 04:33:48,-37.32,-59.13,50.0,77.0,0.0,7.0
422,mackay,TM,2020-04-15 04:33:48,38.05,58.21,51.8,71.0,20.0,4.7
423,abeche,CA,2020-04-15 04:31:03,47.6,-53.26,39.99,100.0,90.0,16.11
424,cap-aux-meules,BR,2020-04-15 04:33:49,-11.05,-45.19,69.69,83.0,100.0,2.93
425,shimanovsk,RU,2020-04-15 04:33:49,69.35,87.76,1.4,77.0,9.0,13.42
426,coahuayana,AR,2020-04-15 04:33:49,-41.15,-71.31,54.0,71.0,75.0,6.93
427,basoko,ML,2020-04-15 04:33:49,18.44,1.41,77.31,25.0,58.0,13.11
428,hobyo,BF,2020-04-15 04:33:50,12.47,-3.47,81.1,42.0,37.0,16.35
429,havre-saint-pierre,US,2020-04-15 04:33:50,37.97,-122.56,66.2,41.0,1.0,4.0
430,panaba,NZ,2020-04-15 04:33:50,-35.17,173.17,60.89,72.0,83.0,12.77
431,yerkoy,VE,2020-04-15 04:33:50,9.44,-64.47,75.15,63.0,9.0,5.97
432,lavrentiya,RO,2020-04-15 04:33:50,46.43,26.4,34.0,80.0,29.0,5.82
433,puerto wilches,RU,2020-04-15 04:33:51,65.85,44.24,37.9,83.0,100.0,13.2
434,dinsor,BW,2020-04-15 04:33:51,-20.75,26.65,73.33,36.0,42.0,8.77
435,nipawin,GL,2020-04-15 04:33:51,60.14,-45.24,30.16,95.0,99.0,13.65
436,egvekinot,IN,2020-04-15 04:33:51,21.73,84.35,105.73,12.0,0.0,5.32
437,mastic beach,MU,2020-04-15 04:33:51,-19.98,57.61,79.0,78.0,75.0,14.99
438,vardo,OM,2020-04-15 04:33:51,17.02,54.09,82.4,69.0,75.0,9.17
439,hellvik,BR,2020-04-15 04:33:51,-17.71,-39.25,74.84,89.0,12.0,4.36
440,dingle,CA,2020-04-15 04:33:52,51.23,-58.65,28.44,92.0,15.0,11.97
441,navahrudak,CL,2020-04-15 04:33:52,-41.32,-72.99,51.8,87.0,90.0,16.11
442,grindavik,CF,2020-04-15 04:33:52,4.95,23.92,77.34,57.0,80.0,1.43
443,aklavik,CA,2020-04-15 04:30:14,43.75,-81.72,36.0,66.0,44.0,14.27
444,sitka,US,2020-04-15 04:33:52,34.38,-86.33,45.0,74.0,40.0,8.05
445,aquiraz,GB,2020-04-15 04:30:08,51.38,1.39,45.0,70.0,99.0,6.38
446,santa rosa,MR,2020-04-15 04:33:52,20.52,-13.05,65.62,35.0,0.0,8.37
447,mazamari,MX,2020-04-15 04:33:52,21.52,-105.27,71.6,45.0,22.0,3.4
448,bongor,MM,2020-04-15 04:33:52,22.92,96.5,94.28,15.0,71.0,5.01
449,luganville,BS,2020-04-15 04:33:53,26.54,-77.06,75.63,85.0,74.0,16.75
450,barinas,ES,2020-04-15 04:33:53,42.78,-9.06,57.0,81.0,20.0,6.93
451,iwaki,ID,2020-04-15 04:33:53,-5.67,132.75,83.61,71.0,90.0,2.73
452,kantunil,ES,2020-04-15 04:33:53,28.66,-17.92,66.2,59.0,66.0,8.05
453,pontes e lacerda,RU,2020-04-15 04:33:53,53.69,50.05,44.6,45.0,20.0,13.42
454,beringovskiy,IR,2020-04-15 04:33:53,36.25,46.27,53.71,25.0,0.0,2.21
455,kiunga,AU,2020-04-15 04:33:53,-20.74,116.85,92.68,39.0,31.0,7.56
456,nawabganj,PT,2020-04-15 04:33:54,33.07,-16.34,60.8,67.0,75.0,16.11
457,powell river,CN,2020-04-15 04:33:54,39.23,106.34,63.0,25.0,99.0,5.01
458,teguise,NO,2020-04-15 04:33:54,68.41,16.0,39.0,100.0,87.0,14.99
459,seoul,TR,2020-04-15 04:33:54,39.92,44.05,50.0,39.0,46.0,3.36
460,marcona,RU,2020-04-15 04:33:54,51.48,107.36,50.0,37.0,95.0,17.9
461,mehamn,AO,2020-04-15 04:33:55,-8.42,20.74,70.12,72.0,100.0,0.29
462,gwadar,LY,2020-04-15 04:33:55,29.03,21.55,75.81,17.0,86.0,14.72
463,broome,US,2020-04-15 04:33:55,41.73,-93.61,28.99,100.0,90.0,9.17
464,jawhar,KZ,2020-04-15 04:33:55,47.8,67.71,50.0,39.0,0.0,11.18
465,marquette,PE,2020-04-15 04:33:55,-11.1,-77.61,71.15,77.0,11.0,6.73
466,tandil,RU,2020-04-15 04:33:56,52.27,79.17,51.75,44.0,98.0,13.38
467,samalaeulu,NZ,2020-04-15 04:33:56,-35.1,173.78,62.01,69.0,68.0,8.99
468,balykshi,JP,2020-04-15 04:33:56,32.69,128.84,64.4,55.0,75.0,9.17
469,buzmeyin,US,2020-04-15 04:33:56,34.88,-76.9,64.4,82.0,90.0,3.36
470,bay roberts,RU,2020-04-15 04:33:56,53.39,48.68,50.65,51.0,49.0,14.81
471,formosa do rio preto,CN,2020-04-15 04:33:57,22.79,100.97,86.99,19.0,0.0,5.1
472,kayerkan,ID,2020-04-15 04:33:57,-0.73,119.89,87.15,57.0,97.0,3.51
473,san carlos de bariloche,CA,2020-04-15 04:29:46,49.5,-98.0,25.0,100.0,1.0,4.18
474,kidal,US,2020-04-15 04:31:00,42.77,-73.7,42.8,38.0,90.0,7.67
475,dedougou,US,2020-04-15 04:30:01,44.88,-91.92,24.8,73.0,75.0,4.7
476,san anselmo,SO,2020-04-15 04:31:18,2.04,45.34,84.2,74.0,75.0,4.7
477,ahipara,GB,2020-04-15 04:33:58,56.64,-2.89,39.0,86.0,73.0,6.93
478,anaco,RU,2020-04-15 04:33:58,55.81,66.77,43.09,65.0,59.0,14.72
479,sinkat,NO,2020-04-15 04:33:58,59.92,5.32,45.0,100.0,90.0,24.16
480,asau,IT,2020-04-15 04:30:02,40.83,14.25,53.01,45.0,7.0,11.41
481,mezen,CM,2020-04-15 04:33:58,4.43,14.37,73.67,73.0,98.0,1.61
482,mosetse,NA,2020-04-15 04:33:59,-22.12,14.28,55.99,93.0,0.0,1.99
483,nanortalik,CA,2020-04-15 04:33:59,49.75,-77.63,15.8,72.0,1.0,8.05
484,kochinda,JP,2020-04-15 04:33:59,32.45,130.2,68.0,32.0,75.0,3.36
485,cap malheureux,RU,2020-04-15 04:33:59,51.4,128.13,54.0,36.0,0.0,8.37
486,salalah,NZ,2020-04-15 04:33:59,-41.29,174.78,55.99,50.0,92.0,8.05
487,caravelas,ZA,2020-04-15 04:33:59,-33.01,17.94,53.6,87.0,100.0,2.24
488,saint-augustin,MY,2020-04-15 04:33:59,2.43,103.84,91.4,70.0,40.0,6.93
489,puerto varas,CA,2020-04-15 04:34:00,50.23,-99.47,19.4,73.0,20.0,3.36
490,rafai,MX,2020-04-15 04:34:00,30.58,-111.1,64.78,21.0,0.0,6.42
491,goderich,GB,2020-04-15 04:34:00,60.4,-1.35,46.4,81.0,99.0,23.04
492,marshall,FR,2020-04-15 04:34:00,45.88,0.9,48.99,39.0,0.0,8.05
493,margate,US,2020-04-15 04:34:00,29.95,-91.75,57.2,66.0,1.0,11.41
494,atar,IR,2020-04-15 04:34:00,29.23,56.61,57.0,16.0,62.0,9.73
495,san blas,CL,2020-04-15 04:34:00,-45.58,-72.07,48.2,87.0,90.0,2.24
496,mogok,DE,2020-04-15 04:34:01,48.24,10.36,30.0,68.0,3.0,6.93
497,marsh harbour,VN,2020-04-15 04:34:01,9.29,105.72,88.48,59.0,76.0,17.07
498,muros,PK,2020-04-15 04:34:01,30.92,66.45,65.75,26.0,0.0,6.08
499,tual,ZA,2020-04-15 04:34:01,-34.05,23.37,61.47,65.0,0.0,3.2
500,los llanos de aridane,RU,2020-04-15 04:34:02,62.53,155.8,18.41,88.0,100.0,5.68
501,novyy buyan,RU,2020-04-15 04:33:04,60.73,114.93,47.35,60.0,76.0,4.34
502,saqqez,CL,2020-04-15 04:34:02,-36.72,-73.12,53.6,87.0,99.0,1.21
503,karratha,SN,2020-04-15 04:34:02,12.56,-12.17,79.7,55.0,97.0,2.06
504,porto santo,DZ,2020-04-15 04:34:02,36.39,4.4,57.2,87.0,75.0,6.93
505,shitanjing,CN,2020-04-15 04:34:02,29.96,122.3,56.71,83.0,54.0,9.64
506,karaul,AU,2020-04-15 04:34:02,-20.73,139.5,95.0,26.0,54.0,9.17
507,lodingen,AU,2020-04-15 04:34:03,-32.58,151.78,82.99,37.0,57.0,9.17
508,igdir,KZ,2020-04-15 04:34:03,48.57,83.65,51.75,48.0,99.0,5.7
509,tarbagatay,RU,2020-04-15 04:34:03,63.46,48.9,38.62,75.0,41.0,12.59
510,lucapa,CN,2020-04-15 04:34:03,18.8,110.4,77.58,64.0,67.0,4.65
511,jalu,RU,2020-04-15 04:34:03,51.37,110.47,48.49,41.0,99.0,7.72
512,ankeny,DO,2020-04-15 04:34:04,19.21,-69.34,75.36,87.0,11.0,9.51
513,talawdi,CA,2020-04-15 04:34:04,47.1,-55.77,35.69,85.0,47.0,8.41
514,zhezkazgan,CN,2020-04-15 04:34:04,35.16,112.86,86.0,99.0,38.0,7.65
515,hualmay,BY,2020-04-15 04:34:04,52.63,29.73,36.59,72.0,22.0,15.48
516,klyuchi,JP,2020-04-15 04:34:04,34.98,139.87,68.0,42.0,75.0,13.87
517,kaeo,ID,2020-04-15 04:34:04,-8.12,111.89,88.25,59.0,72.0,2.55
518,fukue,UA,2020-04-15 04:34:04,49.79,32.7,41.22,63.0,36.0,14.34
519,havelock,BO,2020-04-15 04:34:04,-16.95,-67.55,40.48,29.0,70.0,2.91
520,shigony,IL,2020-04-15 04:30:00,31.61,34.76,61.0,87.0,0.0,5.82
521,umm durman,AU,2020-04-15 04:34:05,-28.87,153.57,81.0,53.0,1.0,10.29
522,simao,RU,2020-04-15 04:34:05,66.42,112.4,17.6,48.0,99.0,8.95
523,liku,LY,2020-04-15 04:34:05,29.16,16.14,80.22,19.0,24.0,6.82
524,carman,CN,2020-04-15 04:34:05,38.93,100.45,70.72,15.0,17.0,12.75
525,cohoes,CO,2020-04-15 04:34:06,11.78,-72.44,78.53,79.0,11.0,11.3
526,menomonie,US,2020-04-15 04:34:06,21.35,-158.09,78.8,78.0,90.0,1.54
527,mogadishu,LK,2020-04-15 04:34:06,8.57,81.23,90.45,54.0,7.0,5.41
528,satitoa,RU,2020-04-15 04:32:04,43.74,135.29,41.29,68.0,31.0,5.73
529,forfar,CA,2020-04-15 04:34:06,60.75,-137.51,33.24,70.0,85.0,4.34
530,mokrousovo,PT,2020-04-15 04:34:06,41.54,-8.62,55.4,82.0,40.0,6.93
531,fitjar,MU,2020-04-15 04:34:06,-20.21,57.76,79.0,78.0,75.0,14.99
532,naples,ZM,2020-04-15 04:34:07,-9.37,30.12,66.54,62.0,96.0,3.29
533,batouri,IN,2020-04-15 04:34:07,27.52,88.53,85.12,20.0,10.0,7.05
534,henties bay,RU,2020-04-15 04:34:07,58.05,63.7,46.36,53.0,20.0,4.07
535,matagami,CN,2020-04-15 04:34:07,42.8,93.45,76.35,18.0,48.0,4.38
536,hondo,US,2020-04-15 04:31:30,37.46,-122.43,66.0,20.0,1.0,4.7
537,svobodnyy,CA,2020-04-15 04:32:41,49.78,-74.85,21.2,67.0,90.0,6.93
538,wellington,MX,2020-04-15 04:34:07,21.65,-101.5,59.9,16.0,32.0,7.02
539,saldanha,PE,2020-04-15 04:34:07,-15.27,-72.34,40.98,21.0,72.0,0.83
540,mersing,CN,2020-04-15 04:34:08,27.81,114.67,78.44,45.0,0.0,4.32
541,neepawa,ML,2020-04-15 04:34:08,16.41,-3.67,79.63,44.0,100.0,13.09
542,caborca,US,2020-04-15 04:34:08,36.62,-121.92,62.01,59.0,1.0,6.93
543,brae,VN,2020-04-15 04:29:41,22.67,106.25,76.32,51.0,74.0,5.28
544,saint-junien,SR,2020-04-15 04:34:08,4.75,-55.17,70.68,87.0,86.0,2.04
545,iberia,MA,2020-04-15 04:34:08,29.58,-9.5,55.04,53.0,0.0,2.06
546,baft,US,2020-04-15 04:33:19,40.66,-73.58,50.0,61.0,20.0,9.17
547,coihaique,RU,2020-04-15 04:34:09,53.24,42.2,44.33,78.0,100.0,17.27
548,ust-kamchatsk,PG,2020-04-15 04:34:09,-2.02,147.27,84.38,68.0,45.0,3.78
549,krumbach,NC,2020-04-15 04:34:09,-22.67,167.48,74.64,77.0,92.0,15.77
550,bac lieu,SY,2020-04-15 04:34:09,35.3,37.18,67.57,28.0,0.0,6.35
551,chaman,US,2020-04-15 04:34:09,45.02,-93.22,25.0,53.0,1.0,9.17
552,plettenberg bay,CN,2020-04-15 04:34:09,38.7,116.09,81.01,26.0,64.0,13.24
553,omsukchan,DE,2020-04-15 04:34:10,47.9,8.17,37.0,74.0,10.0,4.7
554,lensk,AX,2020-04-15 04:30:16,60.1,19.93,39.2,93.0,75.0,6.93
555,talcahuano,ID,2020-04-15 04:34:10,-8.05,111.72,88.93,57.0,68.0,3.0
556,rawannawi,CA,2020-04-15 04:30:18,58.81,-122.7,41.0,79.0,75.0,8.05
557,kedougou,IN,2020-04-15 04:34:10,22.24,68.97,80.24,78.0,4.0,13.85
558,tazmalt,CF,2020-04-15 04:34:10,6.54,21.99,78.93,50.0,11.0,2.42
559,shenjiamen,RU,2020-04-15 04:34:10,66.77,123.37,19.18,92.0,57.0,14.07
560,mount isa,AR,2020-04-15 04:34:10,-45.87,-67.5,48.2,81.0,78.0,11.14
561,clarence town,AU,2020-04-15 04:34:11,-38.27,141.97,72.52,37.0,100.0,11.14
562,kurchum,RU,2020-04-15 04:34:11,66.83,70.83,32.52,98.0,100.0,11.05
563,koslan,US,2020-04-15 04:34:11,26.76,-81.44,81.0,88.0,40.0,6.55
564,wanning,PE,2020-04-15 04:34:11,-5.56,-80.82,73.67,76.0,26.0,7.87
565,khilok,ES,2020-04-15 04:34:11,42.25,-2.5,53.6,87.0,75.0,6.93
566,samana,US,2020-04-15 04:32:48,35.54,-100.96,39.2,92.0,1.0,8.05
567,grand bank,CN,2020-04-15 04:34:12,35.6,103.21,71.37,10.0,4.0,5.88
568,xixiang,ET,2020-04-15 04:34:12,7.13,40.7,69.24,42.0,19.0,4.03
569,svetlogorsk,AU,2020-04-15 04:34:12,-34.57,146.4,80.6,29.0,41.0,10.29
570,tateyama,CA,2020-04-15 04:34:12,50.03,-66.87,33.8,43.0,20.0,17.22
571,boyolangu,GD,2020-04-15 04:34:12,12.06,-61.75,78.8,83.0,20.0,5.82
572,orzhytsya,MX,2020-04-15 04:34:12,20.22,-96.78,78.08,88.0,99.0,9.33
573,viloco,US,2020-04-15 04:32:21,39.77,-86.16,36.0,59.0,1.0,6.15
574,gat,US,2020-04-15 04:34:13,36.73,-108.22,37.4,12.0,1.0,5.82
575,ballina,PF,2020-04-15 04:34:13,-16.48,-151.75,83.21,66.0,17.0,6.98
